revenu_fcfa,credit_fcfa,age,score,default
2133017.945032874,2406980.018583947,28,1,0
1331919.6266435822,735047.4383742933,25,4,1
6244066.467233775,2716030.6512608924,61,5,1
4981548.484531087,1613551.1586532483,57,5,1
3916622.9936343175,2117434.4095884394,60,1,0
4419952.93947973,3289776.5026043393,39,2,0
2311766.4290524353,2717471.4526924253,37,1,0
7668627.96942524,1785175.4816753343,25,1,0
4193831.772962841,1287046.21966777,46,5,1
4164092.1919073393,278547.678936556,57,4,1
5088649.935848038,1424677.3446060638,43,1,0
4721513.84760507,1831095.8089378444,47,2,0
4335826.036418697,1210256.3782790527,34,3,0
2814288.316832032,1894994.4263261561,37,1,0
4707202.535703993,2061481.5063670145,33,1,0
6823036.74471255,1820115.214553537,63,2,0
6018130.069232467,1479997.9353412322,60,4,1
6389779.939959096,2134923.737573382,24,1,0
3233176.485353222,2353552.519655527,33,1,0
2515592.769612129,1127680.7380457232,62,4,1
3811319.619850528,3128745.903797016,64,2,0
4083587.368433042,1921129.4941725906,44,1,0
5641287.277706423,2015079.6983558782,40,4,1
1461303.055427771,2566571.5386052458,41,1,0
6294325.4791909205,2186572.9050108013,26,3,0
3762988.152131516,2762509.307130596,52,5,1
3359678.39507887,2229699.332161459,37,3,0
2481843.437109749,1510050.1002876498,54,1,0
1517714.992201346,2289202.820164881,59,2,0
5234755.875942872,1085019.0341434707,34,5,1
4109976.950782606,2086847.7646212184,64,3,0
2065058.6503884192,1973416.0074844314,48,4,1
2057381.841904576,1833506.5141819683,25,2,0
3496322.951064808,1897169.9908488553,32,3,0
6503532.287934089,494520.76360188867,48,4,1
3610612.9729545927,1561020.0738072307,47,1,0
1745285.5703228405,2074275.9209128919,63,4,1
3631385.4038710836,2127885.11359792,37,3,0
3590914.645378494,1177859.8872592335,56,3,0
-45329.96441235766,3012566.2726917607,29,1,0
3918557.7002232815,1307060.1214283993,34,4,1
3653598.204686983,2775565.7604213897,59,4,1
5044309.547220128,2341755.4894973477,47,1,0
6773434.142418018,1483018.1521249576,46,4,1
5689847.544321636,3420248.7140876097,36,1,0
3596666.964167754,1045090.5345948159,63,2,0
2340211.1368874945,2735323.338888001,28,3,0
7860039.704874791,2800465.8544343826,51,2,0
4088827.6510217325,1463503.832738684,24,5,1
4020893.9378694193,3113972.2400514632,61,5,1
3963812.3693349953,1799962.7883208378,51,5,1
4297127.141151782,2230954.903423886,37,1,0
3783459.3821140863,2208257.4710169765,55,4,1
3139506.9896796457,1892553.0068235619,41,2,0
3179711.588139412,2648646.618527826,27,2,0
3950870.0946760024,2634790.9764417703,49,2,0
3184862.8432993526,601174.4214094554,32,2,0
2930731.3259842535,3043472.194302522,54,5,1
4159645.3415378453,670006.4095714604,37,2,0
3617534.173868717,2826036.9634733256,20,4,1
6255989.482874033,2901364.1094620666,54,5,1
23545.287410481833,1127226.8558278414,57,2,0
5637260.277883693,1671348.569636332,25,1,0
5869127.788746444,1115436.2652112516,57,3,0
889914.6513877758,1828063.1757690117,61,3,0
3485968.608879477,1753572.572651407,40,3,0
3442838.701006313,2623728.425815472,57,5,1
1888732.457923268,3048246.9968956867,28,2,0
2833274.968613687,3116547.048631965,63,5,1
2334136.2318012565,1550265.5787373583,25,4,1
6628405.665135434,1832622.5010043778,46,1,0
5403517.589721192,653249.4462232399,47,1,0
5907332.642491238,1355303.946803049,27,3,0
5082508.096064853,2771881.306477966,56,3,0
2306422.3431741563,3292466.2588385856,45,3,0
3213219.6005803393,1012520.9024960623,53,2,0
4734061.841841877,1526028.5926776845,30,4,1
2166808.286662082,1978875.3944328583,49,4,1
5069497.645258582,2224128.9270556853,53,4,1
3639511.9027627977,1352317.184062683,54,4,1
3437768.7886756035,2339248.835571272,43,3,0
5066439.952305237,1620928.5223432672,39,1,0
4666394.96722906,1988438.1832973766,21,3,0
3458550.75127138,2437027.3984029596,48,4,1
5738994.7050463725,2005137.8158487503,35,3,0
2378405.008600154,1650891.287578745,55,4,1
4923903.410416395,1912312.1568593353,41,5,1
4889651.886952575,1929309.6326357317,40,1,0
3535680.3410290144,1703991.1760942978,39,5,1
4489199.5333631765,1792963.149866318,19,2,0
2123329.6354220454,3278917.7364037735,48,3,0
5386040.528810351,2448735.558352991,28,2,0
3722646.7953355163,1763615.7455766718,45,3,0
3215915.4692214406,2557563.5236085886,63,5,1
5573513.838755334,1732944.408195192,49,4,1
2943484.464185861,2938499.710069313,22,4,1
1887308.0554546607,2295713.753758475,55,3,0
1665056.2397141443,1914158.284796617,27,4,1
4909014.92701846,2358173.540648222,57,5,1
2079355.9712555753,743299.0783452005,63,4,1
6632191.2729765475,1098586.0248721559,41,5,1
877105.888174417,1044859.9948807557,52,2,0
6544684.552435057,2114354.4758109655,61,5,1
4316526.200803928,3386011.999588073,40,1,0
3854930.332194411,3785040.116954106,34,1,0
3182621.3697865754,2510440.8811526056,18,1,0
4598704.171528107,2400675.5799555657,48,3,0
3943547.9463627273,559153.8126778088,48,3,0
5654952.823024782,1565860.9602127825,59,3,0
4171341.4729930595,1369772.9984734089,59,5,1
4225452.642192816,1503321.9213991072,51,3,0
3454581.681679216,1865484.9451321682,26,2,0
3914581.564418399,1622327.5378422982,39,1,0
4461702.653338089,416560.1516993698,30,5,1
1434747.4110150617,2598328.204894027,42,1,0
1977721.8668414305,1141805.5794081548,35,3,0
5114896.141034072,2191397.4912889195,29,5,1
4256298.157191913,3659266.135799979,57,4,1
3724024.995470981,1264492.3267308613,34,2,0
4027650.8995980895,-24230.018197063822,32,3,0
4521372.558042507,1771196.6224959113,59,3,0
3190360.479535958,2880767.707998857,32,2,0
2832542.911896531,3566677.963376475,32,2,0
4293767.8826465225,1016360.3244380666,56,4,1
2532440.833577452,2397359.3785892176,30,3,0
4612379.133571708,1627751.6345759574,34,3,0
1446124.5936432392,1915241.3165566914,49,1,0
5543733.455988465,4115474.6776136276,26,5,1
4708896.223619564,797623.7372838773,57,5,1
4384044.601470813,2202991.7291956586,37,1,0
5474036.475918271,2374154.5374123463,43,5,1
6498211.666693864,2868629.0599514777,44,2,0
5521555.097527196,2078386.5227767164,38,5,1
1238688.6530025322,2246440.4316032818,35,5,1
2080634.5498964477,1686681.1460625671,30,1,0
3062772.1334564816,2215301.552996086,33,4,1
4039136.575316251,1725446.1796020716,26,5,1
4776488.530703684,2497257.5118848407,29,5,1
2911384.2802698016,1704311.731165093,61,4,1
4280150.146715618,2301680.3151217494,55,1,0
2866925.601470016,1976589.7490520172,36,4,1
3082723.2955120774,2900840.2006177343,24,1,0
1890008.3547276668,1958885.021129211,52,2,0
2615150.1308336435,581574.025434495,35,1,0
1972473.0915754996,3009537.2005711934,33,2,0
2536190.120534001,1275414.159309905,56,2,0
5580462.694911759,1476986.929080944,21,1,0
2575901.6667520856,1523470.9647652064,42,3,0
7948573.097256087,3099550.4745366536,49,1,0
4739976.851321334,291460.6288170435,57,5,1
4277254.185542311,4510198.826927995,30,5,1
2712463.3297281796,2844845.4472528417,62,3,0
5050464.819113487,2178591.1313033276,34,2,0
3136543.2606433393,1956084.799506971,54,3,0
4183014.721968042,2228443.2598861256,23,5,1
7840126.807403192,2416897.9427034706,36,3,0
3855910.150413025,2516172.4687600457,30,1,0
5723909.989428514,2444483.572802759,43,3,0
2945235.3623111686,2071664.545004199,31,2,0
3947517.2642545574,1842129.2637541392,48,1,0
6656200.953453265,1878981.3730771907,21,4,1
3059549.413318349,1844073.3757178553,56,5,1
6718672.836995393,2907016.077493652,25,5,1
5061627.903183213,2474845.3778246893,42,3,0
3156299.836158599,-352310.9077314241,30,1,0
4948611.608583282,2524720.6212238087,49,4,1
5458831.674440095,2155788.9557750197,55,1,0
4932714.943325794,1985032.994843282,55,5,1
1644662.9201643155,1689185.2375288913,45,1,0
2909294.236262697,2899290.175988811,47,4,1
3628722.046672743,2758021.1696982863,20,3,0
3888349.8563499306,1381697.8657411127,45,2,0
4931008.146326017,2325641.829699628,20,1,0
4266551.50139988,1222674.612366971,62,2,0
1996983.461934848,896305.4681688556,51,5,1
4570296.776508945,1498626.2203280278,33,3,0
4915878.617925735,2689914.777906207,39,3,0
4839685.67189656,2762500.036300869,49,1,0
5621171.088331932,2410468.3360778345,55,3,0
5250883.231823356,2580076.629478398,25,1,0
4688770.118842655,2412942.629691967,25,1,0
3894751.4328120295,1486814.7238216382,23,2,0
1508558.599726013,2345538.0357391527,31,3,0
4644427.328698879,2640327.620182146,49,1,0
4311531.530744666,2603433.063850859,52,2,0
4407368.25579306,2951130.697179714,27,4,1
2084877.1362695359,2566643.077760851,20,2,0
2378415.1893876065,2281158.5660332665,29,2,0
5579729.279999355,2856120.190653142,48,1,0
3940667.2692150176,1978782.992600752,46,5,1
5022251.046058937,1294500.2790178256,22,5,1
4042477.5641956916,1869546.4288449888,42,5,1
4044634.209243618,1404077.8841548408,58,2,0
5407425.708963997,1459857.3800204948,48,1,0
3225932.907673939,1884385.0634275856,38,3,0
4144181.165411475,1366064.063200031,37,2,0
3306587.066942436,1753630.7762887678,56,2,0
3348255.6588515267,485108.2664369715,39,1,0
3536241.814797041,2170634.965898351,21,4,1
4333200.657450569,2000964.3802897793,30,2,0
3281877.067504784,1346329.0951454476,62,4,1
5883634.188360281,2527396.534745924,59,4,1
2658089.046670744,2750056.1101012467,37,5,1
3719692.5337579614,713952.1085048206,30,1,0
3340403.412588738,1389820.1771470285,34,4,1
6170466.8265306,1384686.1201701614,53,1,0
4294832.164767362,1248077.5191129083,50,5,1
5547766.809202952,2663579.873545399,18,1,0
1771659.440444542,1844939.0889817572,32,2,0
4400575.398803888,1788388.1269515115,30,4,1
5334446.193435156,396910.10847459733,34,1,0
4123425.983913136,2508334.424167381,41,3,0
5598220.562598027,1008593.284117222,25,1,0
3224067.3248494416,2047946.1042130627,44,4,1
6114021.16027837,2221901.5503665535,62,5,1
7448347.1854288755,3088526.8766709208,40,5,1
3455742.1593405115,952943.6807047103,63,4,1
3331746.2178988424,-415609.7246566601,25,2,0
6180076.715676552,2147079.635802956,25,2,0
6369358.218596069,3440408.9452086827,43,5,1
3215709.9592700973,2991157.08235155,64,5,1
3369719.7743562143,2167727.5322197005,30,4,1
3577323.086709239,1606691.051494362,56,2,0
1983324.2334485843,2645698.0773098483,54,5,1
2622022.0802737027,1221163.0402364251,45,2,0
2493788.849871898,2381086.2154849754,42,5,1
2848303.6523438073,2404376.1273333016,33,1,0
3947972.6689198283,2848167.925999104,19,3,0
4351322.098804781,4207728.031128862,35,1,0
6325750.739221115,2313932.773743014,34,5,1
2502468.9388918136,1592829.099434001,47,3,0
5476483.597714876,1979540.5502464045,56,3,0
3679016.7336617364,584739.2760887053,30,5,1
3925804.4355213507,1444229.4951287536,49,5,1
5012229.238249905,1672574.049509517,46,2,0
2315916.967656552,1580729.281652326,63,5,1
4573614.619276076,2121883.8976269774,47,4,1
4249678.312319584,1342064.0540942396,35,5,1
4738676.896012223,2896824.533859577,30,4,1
4433752.9658617275,2000165.6519345576,60,5,1
7682950.209866341,1992559.7430891085,38,2,0
3043390.023623026,1737684.2267896656,47,4,1
3203504.5674972734,2124152.547087183,38,1,0
3065289.2103628535,2660078.6117341076,34,4,1
3166784.321259618,1306295.8274312797,57,2,0
3043919.3090402232,1473506.8087397947,36,4,1
5783524.796661328,1757019.1769786682,32,5,1
6130756.371984782,923303.2612214282,26,5,1
3143880.5593757858,1344593.7122228018,27,2,0
2751466.6403436568,1619023.3011642727,61,3,0
4707123.334579607,2699511.3445701823,48,5,1
3171665.4335785434,2210049.06320154,40,1,0
4949397.726633267,2154871.9290940356,47,2,0
4304384.53127695,2680718.3697343776,50,4,1
1726383.827504152,1890102.5692804826,26,4,1
6321257.801995093,2312371.879943112,64,1,0
6693816.509643283,1917422.597654003,18,5,1
3080816.9642734206,2212289.879519703,61,2,0
3418447.6600960237,1533793.0739107344,52,1,0
4428798.086087357,48946.27337885671,28,5,1
4501685.184980538,1892576.6702509567,51,2,0
4987816.409009246,3138198.508879952,33,4,1
7015306.808149524,2740972.321793274,26,2,0
3734579.1587589257,2772317.9876729366,49,3,0
2802554.1331923194,2988904.5774449743,32,2,0
1931021.1579782092,2070926.07276915,29,3,0
2903604.9400871214,2157852.5659244764,50,2,0
3950309.5406893045,1505878.48365252,62,3,0
6691836.795276681,1747141.7151783602,31,4,1
3223583.051445743,2492616.919816913,25,5,1
4335681.927458348,2963107.549735053,25,3,0
3975365.655890872,1888442.9794552003,44,3,0
5782589.910172126,1639848.5881188707,29,4,1
7790398.6388104325,2000422.3670852778,18,3,0
3203696.840619519,2480965.3991432916,60,1,0
3265840.836222667,844916.1470931666,57,4,1
5566241.315603608,163055.23749020952,59,1,0
5022837.234439467,1559570.5204067333,28,4,1
6770060.98860405,1023430.0592686731,56,3,0
4875892.277988946,1593487.8418821513,60,1,0
3461061.8638194106,1881775.7449460228,48,3,0
4885982.246038464,1637401.2727815893,34,4,1
5663055.370874362,3161974.0275765965,50,3,0
5230723.271796046,2261395.811681856,49,1,0
4760911.046660947,2240379.4876886625,46,1,0
5600012.034383731,2497765.7152347215,38,3,0
5753943.385668509,1088933.5057753846,38,2,0
6073238.486556291,2831289.429936215,57,4,1
4973064.831384464,1939388.570771632,40,4,1
3749322.8795247185,2536384.49379297,23,3,0
4220070.529649984,1142514.2135678758,39,2,0
5809763.449762535,756992.9871871485,55,1,0
2774596.493519146,2654311.726420023,54,5,1
4553009.963309351,2301127.6208780133,62,5,1
3409991.781508959,1278358.7565139919,25,3,0
4043117.2344022263,1304269.5349802445,58,2,0
5917677.793910949,2900347.8275318155,52,2,0
4286648.602029855,1048470.4857061377,28,4,1
4069654.822234223,3314138.362604771,41,1,0
1960215.788530121,1279503.412281705,38,2,0
5119380.3490408305,2510713.5404867064,19,5,1
4968226.271711613,1737105.2194008124,57,1,0
7244882.08495819,2482549.9448658745,36,1,0
3538332.6475704988,1564708.7983086458,56,3,0
4328725.491495908,1869765.6751421646,45,2,0
4374075.525566133,2032735.3403165769,34,3,0
6366179.919645212,1198250.0353748219,23,2,0
3857056.701419572,2592659.4763361006,36,4,1
4418532.288655509,1589429.146822732,55,3,0
4911844.764574809,1817120.067727985,45,3,0
4279913.684734537,1204520.5003131903,19,5,1
3330349.5781742074,-49866.92703624838,55,3,0
4291134.989347462,1847177.7899198649,54,2,0
5610447.624789658,3930092.3372903327,21,5,1
2460227.0508834096,2627683.430318419,39,3,0
4199454.511220314,1984591.6962124843,43,3,0
2949818.77759124,1789687.3366333859,60,4,1
5792569.943387263,2017972.7142496372,53,3,0
1715219.6428243378,2437695.292140168,30,1,0
3161617.2290926175,1055349.747752924,49,5,1
4565817.812596781,2891457.3557350975,34,1,0
6348286.043851511,2572305.052352995,58,5,1
3901374.6083905185,2574548.5805663476,53,4,1
3167200.7099602027,2350780.591047782,63,3,0
6821735.604160885,2015693.326155192,36,3,0
1827979.1493756338,2538288.988773456,52,3,0
701791.0650698771,2473451.3069931027,63,5,1
4660021.675079999,1716767.431247181,57,3,0
3246918.663471083,1541118.5816824792,45,1,0
2468150.77430393,2081485.0362095893,18,3,0
5062534.67094903,3239216.12119615,59,4,1
4365701.070656798,1008714.3394768793,35,1,0
3153882.0538949072,825979.787398048,57,3,0
2079543.4019936584,2131808.6729892134,50,3,0
5308685.992420217,2040710.1614848145,29,2,0
4975301.766937992,2138673.3314963267,25,5,1
3851236.204330926,2195162.5583268004,41,1,0
6769955.4940714985,1821438.196292156,33,2,0
2394872.8505107714,3191890.7508816654,21,4,1
1711712.2436128915,719276.8172187875,55,5,1
2962137.8951781336,1337202.3801758033,61,1,0
3931620.9754667534,1917396.191880762,44,3,0
4365009.173984038,685448.9510766661,26,1,0
3638145.913215505,1859316.4764543432,64,3,0
4528083.094771445,3329176.132582415,33,5,1
2122690.8637143336,2016709.1906367694,29,3,0
6165646.906109889,2184560.724574947,48,4,1
3876773.2324111466,991868.1878619358,41,3,0
5675943.747382192,1506910.873568418,31,4,1
4514088.019566556,1699842.8957408504,62,5,1
4685129.828730676,1745827.9225950127,42,5,1
4854650.920348306,3025315.036003015,51,1,0
4671562.840025973,2446152.8485800996,20,4,1
4964084.139801316,1110833.6344503744,41,4,1
5993728.795198647,2197203.822745604,59,2,0
4294781.754552205,2398577.3987974282,26,2,0
5063505.636382768,2912119.2308170134,43,2,0
3865396.4585691597,3264432.5492546987,37,3,0
6160175.823174209,1187924.646537705,57,2,0
2985411.5469110953,1351313.9910317294,27,4,1
6701410.649366223,993937.712868307,36,3,0
3939763.074033485,1812784.112714415,20,5,1
1853837.3468229277,2373086.699557068,41,1,0
4192156.622366184,2789867.6132712816,22,2,0
2978422.513787679,1939239.181085982,20,5,1
5260965.323483086,1744121.981396125,44,4,1
3021064.031046414,2121406.3937989925,33,1,0
3330724.8501778306,1331885.6786959816,32,5,1
1165688.9035817035,3671630.9773558187,52,1,0
3321540.521126385,713871.178305553,29,2,0
364181.01005656505,2147792.4631165797,58,4,1
1624145.764771415,3618884.9753837115,61,1,0
5140621.984216446,2005439.8756479982,43,5,1
5178700.237976248,1847968.7719988045,64,2,0
4638186.342677447,1714043.6617516582,51,2,0
2549535.785306181,1855686.6545900737,40,5,1
3928432.9657870303,3098278.779741224,48,5,1
3994596.1913641472,230510.47093639453,37,1,0
2262452.966211186,3226746.9610370602,29,3,0
6255097.452650726,860834.2780398838,40,2,0
5316043.435863507,1786678.1366124682,21,1,0
3668553.739255504,1656604.4637610705,40,5,1
4040328.758491796,2470842.615816576,18,1,0
4312574.211921329,721500.518493002,42,5,1
937397.6973635638,2369738.132865554,19,4,1
3629233.926219105,3619447.6986294817,47,5,1
2977023.628003302,909460.7963257516,20,5,1
2497569.9851576267,2151764.9340883167,38,5,1
3578349.560671068,1470414.257762713,42,3,0
6696529.790274284,2340709.7649544287,37,5,1
4961264.291900515,2015318.2219326016,39,2,0
3143231.5153258047,1486810.4727645523,38,2,0
4858874.1720342375,2390297.827896859,50,1,0
6099033.154879004,3443478.4878293946,55,3,0
5386950.524369153,1847276.9666181612,32,1,0
4089445.5548802614,2575806.3537185453,63,2,0
3029594.8334416393,965381.6337030691,32,2,0
5047334.970420385,1234850.898545593,63,4,1
4590228.078132625,2377925.022304302,42,5,1
5342789.8300415985,3187292.822828772,38,2,0
4952757.702522954,2284490.679028528,41,1,0
5574329.072979003,1749553.5755814766,22,1,0
3197147.1826591482,1999433.1243386832,23,5,1
5976091.098451489,999673.812824226,60,5,1
4296399.407038599,2483612.2610842935,61,4,1
7112891.308937898,2705866.4498587274,64,3,0
2966218.2728656484,1638327.7337335357,40,1,0
6603945.704747874,1623966.2817923988,21,5,1
4296866.175193972,2212702.5837216387,44,1,0
3022872.9945783275,1650624.2111675236,35,5,1
3274171.2489185175,1947093.908299342,38,2,0
3519479.03770852,3679777.431333212,45,1,0
4636248.919602875,1802379.4394032026,52,2,0
4784253.232053249,1713327.8783830223,39,1,0
3139449.9940921315,1481966.5554918726,57,3,0
3963468.1116085257,2595353.5771999494,40,4,1
7213405.537917796,1855020.6614255176,20,2,0
6591314.755151067,1480501.569342859,57,5,1
4654485.504511048,3057043.2258184096,27,3,0
4057005.2172523006,3135682.40361091,42,1,0
4180046.990077392,1519661.1474090358,25,2,0
4920276.959095625,506768.038911507,28,1,0
2465811.152202392,2806010.9518695376,22,1,0
3613935.1938649826,1452296.139391997,62,1,0
1497123.8891836158,2632500.4793302147,54,4,1
4598834.683907919,423916.94583053165,62,4,1
4970793.909554112,2714077.870639447,55,5,1
3275220.306550939,1031062.456575375,46,2,0
6360980.144935049,2584611.2952532195,22,3,0
2161351.505496488,2011418.4542691472,26,3,0
1803437.6796852695,1236848.4644826842,19,3,0
4336677.727839958,1674370.9496585755,18,1,0
5570647.453918232,2549054.765565361,57,4,1
6525891.537186803,2084715.5624921874,47,2,0
3311673.6056965897,2467530.3843779876,28,1,0
5618021.250146943,3581152.4676123885,45,4,1
3942237.2957489393,748606.7106311589,61,4,1
3741059.0500887707,3293770.059974899,29,2,0
5325489.906230008,2083484.7500185703,56,2,0
4978484.317620129,1280972.7613414973,43,2,0
1635411.7645236258,935749.0994088082,30,1,0
6214810.524588844,1848703.6873783732,25,5,1
6070137.031221177,2737320.0895395675,45,2,0
3061655.947735706,1897960.7036979727,47,5,1
4593705.300156114,3208923.9441978782,26,1,0
4741045.279424109,839059.447958753,56,5,1
4391010.64873586,1990328.8417231564,48,3,0
3174542.26923187,998085.2444695048,38,5,1
2992564.9480929226,2290905.5060999743,64,2,0
3961668.893512832,2709509.9120778404,51,1,0
5759093.528889047,1663390.5650551575,48,2,0
4815400.231891649,-83371.08530170727,42,3,0
3444078.5018708413,2159158.5174371954,29,2,0
5157548.065972517,2349390.8413868076,18,2,0
-272813.9309451133,2323435.803969358,39,2,0
5723148.550558155,2988625.753457723,57,4,1
1390429.3318328504,1143157.056280761,54,3,0
3456338.5878953016,2544172.8843603595,64,2,0
2320495.1580607845,2954006.00998238,18,2,0
2057977.7864186415,577129.9327947865,18,2,0
5741240.18106778,2255721.460735182,59,1,0
3298448.198032163,1596656.1351938627,59,4,1
4519755.822596074,1934781.8615186834,38,1,0
3929619.131681224,2278141.186830669,32,4,1
4715561.240834682,1610217.1487091582,34,2,0
4115232.836590383,1459433.5366707104,39,3,0
2075511.6637171456,2027321.9339904196,55,5,1
5494400.22917071,1130203.248909758,52,5,1
3259365.1252580313,1131339.8968918517,62,2,0
1665127.1520103733,2543498.6263652025,33,1,0
3357827.258551131,1080964.771873075,25,3,0
6251139.685951466,2533050.0007273695,64,4,1
5275332.613170239,2370073.034283161,34,2,0
3477021.798388211,619354.6169675225,34,3,0
3476113.443522357,1457948.278131476,43,3,0
3517547.423173926,2955287.522437898,30,4,1
7115121.975341261,1215067.5750882546,34,3,0
4572903.17834733,1628476.59015249,55,1,0
4645062.470786604,2369648.714601517,34,1,0
5545425.181047764,2626712.4074260765,31,1,0
4358183.73853977,1798768.8911644034,62,3,0
3611436.7812689454,1521991.8442466867,23,1,0
3705475.2263725325,3137895.8893588064,52,4,1
3892598.110878904,3391119.731038063,63,3,0
3944166.6452352377,2783086.4406254366,31,5,1
5091444.31545547,2068254.5140520192,64,3,0
4077918.828710949,1353387.422687259,25,4,1
5098960.115823369,1335644.474754748,32,5,1
3878925.1298371265,2418011.284212606,44,3,0
4117952.785474136,2334718.576710947,30,1,0
1002698.9732018383,3121278.8743571434,48,2,0
5374491.5120537225,2520360.0740289115,52,2,0
4519732.713846989,797535.7585921455,23,1,0
5497015.164789478,2841558.094178335,22,2,0
-344383.06729053427,1201551.4981484697,39,2,0
7132562.057171091,1692822.9824381187,40,1,0
3790615.5577672394,2200160.1650013556,42,1,0
5662274.225106275,3596533.9918271713,51,3,0
2440141.1093117036,4487934.844804289,43,3,0
4919160.857593855,2485378.4473089464,64,1,0
2419876.655239516,1853442.7050236897,22,4,1
3064346.5589562925,2427604.51878444,43,2,0
6871047.030800179,2710124.3406990687,37,3,0
3713976.3988549802,1743465.8995542466,23,2,0
4326149.309769584,3436169.0847298577,23,5,1
5305101.596033132,2184056.6073531215,35,1,0
4743522.831958907,2398194.4712731154,21,4,1
4225628.357715365,2532739.401643569,34,5,1
4547441.503699338,2337269.288491565,31,5,1
7605123.377857413,2671152.40037569,31,5,1
3913571.804449622,1506197.4507624614,30,1,0
4301648.570072452,1553358.5968431756,24,3,0
5575981.5940114185,1119876.613622644,61,1,0
5658288.899436976,2351600.984496181,32,3,0
5780545.45834057,2623149.2028096914,36,5,1
4958095.333043776,2366218.2929215087,60,5,1
2285492.630904275,3339593.94667803,64,4,1
6450147.298451643,1995523.1849367628,61,3,0
2280481.9104719684,2534993.32447401,52,5,1
4453953.19785855,1126639.2990885484,34,2,0
2868586.224970963,1690320.2380204792,52,4,1
3903792.480110511,2556430.206052622,36,1,0
4493143.61545522,2679281.6885945154,37,4,1
4482035.82317541,1764826.4418686542,53,2,0
4632881.131352928,1942720.5985135466,52,3,0
6420566.903587971,785701.0026553525,49,1,0
4680301.45227097,1714376.6393547126,61,1,0
3633765.047064027,2712306.530815829,57,3,0
5446130.752432536,2460164.012885253,41,4,1
5784205.733386961,2400532.5771049676,34,5,1
2158588.277294511,2039818.949744768,24,4,1
4896100.104774787,2005650.526902541,60,2,0
5051759.113466348,1471743.0884212423,18,5,1
3553654.744960012,2559062.736162028,52,4,1
6063560.2199674295,2336778.3555115117,49,3,0
3774916.61945121,2393615.0783942393,53,2,0
4188364.6802073135,1579172.1258659358,30,2,0
3740392.2635741956,277325.6641030044,23,2,0
4023368.571372201,2877722.1694029565,31,5,1
2355587.369657197,1616930.0351932766,54,1,0
1839923.6761085587,1309779.3887655037,32,5,1
6391757.594837459,2554783.129531195,64,4,1
2729557.9775225082,1686389.8880646965,21,1,0
2512911.4758155392,2847949.1072372976,57,4,1
769914.8295944277,2493604.759661358,33,1,0
3041557.3784657465,2546855.458560382,45,5,1
2015365.3098887524,907235.4310395727,33,2,0
6463022.740204554,2969555.1883091205,21,3,0
5514725.634013951,2209000.4249870847,62,2,0
2967774.4822334144,1704578.2886030376,43,5,1
7378653.708016463,2114710.773873801,45,1,0
5472648.230487391,579011.813681344,49,2,0
3512752.9247370665,2326922.2491845367,62,5,1
250891.42768964032,1176502.7934543428,19,4,1
7436413.858886112,917863.7713251724,48,3,0
1915641.299854606,782112.6510256871,20,2,0
1531901.8795646625,2890150.69999194,25,1,0
5533855.648014461,1496589.285045769,41,4,1
7659628.609508909,3226982.1679331996,32,5,1
6076409.227765777,1571358.8295581618,60,3,0
4845863.680078539,634113.6339256426,48,1,0
4892131.512497929,1106780.4480410726,26,5,1
5280123.338170461,2988649.296005551,56,5,1
5138392.884680148,1875281.457650666,62,2,0
4421787.135954063,1561370.1628075193,19,2,0
4156301.655927814,2128014.58068223,25,1,0
3906110.3081507166,2401426.188934036,24,5,1
2869053.1166999857,2893919.052721969,61,2,0
3578987.3846998387,3158799.383914341,56,3,0
1460564.7787069217,1712185.0833687314,59,3,0
3852490.559807875,939161.8511343694,33,5,1
2517113.339273624,1669227.8711013792,52,2,0
2344616.0241763433,2208224.405266309,47,1,0
4269841.226730218,1228992.8590315115,27,1,0
6088003.4295168985,1234279.2680839656,55,1,0
5377474.90900347,2275030.3052399084,35,3,0
1644249.0945652346,1961078.118743639,22,2,0
2515557.7951444937,2026237.5963292692,46,2,0
5411156.781982324,1393203.7322399444,56,3,0
2526268.9096925356,1815679.428635386,51,1,0
3663050.2750044633,1260613.4845853564,60,1,0
4825078.148536827,2712158.7288998296,62,5,1
2547483.317704547,2828199.467779002,40,4,1
4158063.25921894,523049.71020952496,22,2,0
1998961.7576226934,1256391.3118460719,47,2,0
3097948.5340731796,802776.5959279367,23,2,0
4479672.901213805,1479980.8524744813,63,4,1
1610509.399702496,1933249.6241677112,61,5,1
4660712.106940598,840283.824241176,21,4,1
3970543.301609978,1262512.1494997493,46,1,0
4828734.931625722,1196834.102334801,40,1,0
4335871.201096992,2165813.863519155,23,2,0
6046210.644960767,2055475.4696290004,49,3,0
